Id,TITLE,ABSTRACT,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
1474,"Ad-blocking: A Study on Performance, Privacy and Counter-measures","  Many internet ventures rely on advertising for their revenue. However, users
feel discontent by the presence of ads on the websites they visit, as the
data-size of ads is often comparable to that of the actual content. This has an
impact not only on the loading time of webpages, but also on the internet bill
of the user in some cases. In absence of a mutually-agreed procedure for opting
out of advertisements, many users resort to ad-blocking browser-extensions. In
this work, we study the performance of popular ad-blockers on a large set of
news websites. Moreover, we investigate the benefits of ad-blockers on user
privacy as well as the mechanisms used by websites to counter them. Finally, we
explore the traffic overhead due to the ad-blockers themselves.
",1,0,0,0,0,0
1475,On the quantum differentiation of smooth real-valued functions,"  Calculating the value of $C^{k\in\{1,\infty\}}$ class of smoothness
real-valued function's derivative in point of $\mathbb{R}^+$ in radius of
convergence of its Taylor polynomial (or series), applying an analog of
Newton's binomial theorem and $q$-difference operator. $(P,q)$-power difference
introduced in section 5. Additionally, by means of Newton's interpolation
formula, the discrete analog of Taylor series, interpolation using
$q$-difference and $p,q$-power difference is shown.
",0,0,1,0,0,0
1476,On recognizing shapes of polytopes from their shadows,"  Let $P$ and $Q$ be two convex polytopes both contained in the interior of an
Euclidean ball $r\textbf{B}^{d}$. We prove that $P=Q$ provided that their sight
cones from any point on the sphere $rS^{d-1}$ are congruent. We also prove an
analogous result for spherical projections.
",0,0,1,0,0,0
1477,Variational methods for steady-state Darcy/Fick flow in swollen and poroelastic solids,"  Existence of steady states in elastic media at small strains with diffusion
of a solvent or fluid due to Fick's or Darcy's laws is proved by combining
usage of variational methods inspired from static situations with Schauder's
fixed-point arguments. In the plain variant, the problem consists in the force
equilibrium coupled with the continuity equation, and the underlying operator
is non-potential and non-pseudomonotone so that conventional methods are not
applicable. In advanced variants, electrically-charged multi-component flows
through an electrically charged elastic solid are treated, employing critical
points of the saddle-point type. Eventually, anisothermal variants involving
heat-transfer equation are treated, too.
",0,0,1,0,0,0
1478,Case Studies on Plasma Wakefield Accelerator Design,"  The field of plasma-based particle accelerators has seen tremendous progress
over the past decade and experienced significant growth in the number of
activities. During this process, the involved scientific community has expanded
from traditional university-based research and is now encompassing many large
research laboratories worldwide, such as BNL, CERN, DESY, KEK, LBNL and SLAC.
As a consequence, there is a strong demand for a consolidated effort in
education at the intersection of accelerator, laser and plasma physics. The
CERN Accelerator School on Plasma Wake Acceleration has been organized as a
result of this development. In this paper, we describe the interactive
component of this one-week school, which consisted of three case studies to be
solved in 11 working groups by the participants of the CERN Accelerator School.
",0,1,0,0,0,0
1479,GANs for Biological Image Synthesis,"  In this paper, we propose a novel application of Generative Adversarial
Networks (GAN) to the synthesis of cells imaged by fluorescence microscopy.
Compared to natural images, cells tend to have a simpler and more geometric
global structure that facilitates image generation. However, the correlation
between the spatial pattern of different fluorescent proteins reflects
important biological functions, and synthesized images have to capture these
relationships to be relevant for biological applications. We adapt GANs to the
task at hand and propose new models with casual dependencies between image
channels that can generate multi-channel images, which would be impossible to
obtain experimentally. We evaluate our approach using two independent
techniques and compare it against sensible baselines. Finally, we demonstrate
that by interpolating across the latent space we can mimic the known changes in
protein localization that occur through time during the cell cycle, allowing us
to predict temporal evolution from static images.
",1,0,0,1,0,0
1480,An objective classification of Saturn cloud features from Cassini ISS images,"  A clustering algorithm is applied to Cassini Imaging Science Subsystem
continuum and methane band images of Saturns northern hemisphere to objectively
classify regional albedo features and aid in their dynamical interpretation.
The procedure is based on a technique applied previously to visible-infrared
images of Earth. It provides a new perspective on giant planet cloud morphology
and its relationship to the dynamics and a meteorological context for the
analysis of other types of simultaneous Saturn observations. The method
identifies six clusters that exhibit distinct morphology, vertical structure,
and preferred latitudes of occurrence. These correspond to areas dominated by
deep convective cells; low contrast areas, some including thinner and thicker
clouds possibly associated with baroclinic instability; regions with possible
isolated thin cirrus clouds; darker areas due to thinner low level clouds or
clearer skies due to downwelling, or due to absorbing particles; and fields of
relatively shallow cumulus clouds. The spatial associations among these cloud
types suggest that dynamically, there are three distinct types of latitude
bands on Saturn: deep convectively disturbed latitudes in cyclonic shear
regions poleward of the eastward jets; convectively suppressed regions near and
surrounding the westward jets; and baroclinically unstable latitudes near
eastward jet cores and in the anti-cyclonic regions equatorward of them. These
are roughly analogous to some of the features of Earths tropics, subtropics,
and midlatitudes, respectively. Temporal variations of feature contrast and
cluster occurrence suggest that the upper tropospheric haze in the northern
hemisphere may have thickened by 2014.
",0,1,0,0,0,0
1481,The Peridynamic Stress Tensors and the Non-local to Local Passage,"  We re-examine the notion of stress in peridynamics. Based on the idea of
traction we define two new peridynamic stress tensors $\mathbf{P}^{\mathbf{y}}$
and $\mathbf{P}$ which stand, respectively, for analogues of the Cauchy and 1st
Piola-Kirchhoff stress tensors from classical elasticity. We show that the
tensor $\mathbf{P}$ differs from the earlier defined peridynamic stress tensor
$\nu$; though their divergence is equal. We address the question of symmetry of
the tensor $\mathbf{P}^{\mathbf{y}}$ which proves to be symmetric in case of
bond-based peridynamics; as opposed to the inverse Piola transform of $\nu$
(corresponding to the analogue of Cauchy stress tensor) which fails to be
symmetric in general. We also derive a general formula of the force-flux in
peridynamics and compute the limit of $\mathbf{P}$ for vanishing non-locality,
denoted by $\mathbf{P}_0$. We show that this tensor $\mathbf{P}_0$ surprisingly
coincides with the collapsed tensor $\nu_0$, a limit of the original tensor
$\nu$. At the end, using this flux-formula, we suggest an explanation why the
collapsed tensor $\mathbf{P}_0$ (and hence $\nu_0$) can be indeed identified
with the 1st Piola-Kirchhoff stress tensor.
",0,1,0,0,0,0
1482,Identification of Unmodeled Objects from Symbolic Descriptions,"  Successful human-robot cooperation hinges on each agent's ability to process
and exchange information about the shared environment and the task at hand.
Human communication is primarily based on symbolic abstractions of object
properties, rather than precise quantitative measures. A comprehensive robotic
framework thus requires an integrated communication module which is able to
establish a link and convert between perceptual and abstract information.
The ability to interpret composite symbolic descriptions enables an
autonomous agent to a) operate in unstructured and cluttered environments, in
tasks which involve unmodeled or never seen before objects; and b) exploit the
aggregation of multiple symbolic properties as an instance of ensemble
learning, to improve identification performance even when the individual
predicates encode generic information or are imprecisely grounded.
We propose a discriminative probabilistic model which interprets symbolic
descriptions to identify the referent object contextually w.r.t.\ the structure
of the environment and other objects. The model is trained using a collected
dataset of identifications, and its performance is evaluated by quantitative
measures and a live demo developed on the PR2 robot platform, which integrates
elements of perception, object extraction, object identification and grasping.
",1,0,0,1,0,0
1483,Balanced News Using Constrained Bandit-based Personalization,"  We present a prototype for a news search engine that presents balanced
viewpoints across liberal and conservative articles with the goal of
de-polarizing content and allowing users to escape their filter bubble. The
balancing is done according to flexible user-defined constraints, and leverages
recent advances in constrained bandit optimization. We showcase our balanced
news feed by displaying it side-by-side with the news feed produced by a
traditional (polarized) feed.
",1,0,0,0,0,0
1484,Intuitionistic Layered Graph Logic: Semantics and Proof Theory,"  Models of complex systems are widely used in the physical and social
sciences, and the concept of layering, typically building upon graph-theoretic
structure, is a common feature. We describe an intuitionistic substructural
logic called ILGL that gives an account of layering. The logic is a bunched
system, combining the usual intuitionistic connectives, together with a
non-commutative, non-associative conjunction (used to capture layering) and its
associated implications. We give soundness and completeness theorems for a
labelled tableaux system with respect to a Kripke semantics on graphs. We then
give an equivalent relational semantics, itself proven equivalent to an
algebraic semantics via a representation theorem. We utilise this result in two
ways. First, we prove decidability of the logic by showing the finite
embeddability property holds for the algebraic semantics. Second, we prove a
Stone-type duality theorem for the logic. By introducing the notions of ILGL
hyperdoctrine and indexed layered frame we are able to extend this result to a
predicate version of the logic and prove soundness and completeness theorems
for an extension of the layered graph semantics . We indicate the utility of
predicate ILGL with a resource-labelled bigraph model.
",1,0,0,0,0,0
1485,Learning Efficient Image Representation for Person Re-Identification,"  Color names based image representation is successfully used in person
re-identification, due to the advantages of being compact, intuitively
understandable as well as being robust to photometric variance. However, there
exists the diversity between underlying distribution of color names' RGB values
and that of image pixels' RGB values, which may lead to inaccuracy when
directly comparing them in Euclidean space. In this paper, we propose a new
method named soft Gaussian mapping (SGM) to address this problem. We model the
discrepancies between color names and pixels using a Gaussian and utilize the
inverse of covariance matrix to bridge the gap between them. Based on SGM, an
image could be converted to several soft Gaussian maps. In each soft Gaussian
map, we further seek to establish stable and robust descriptors within a local
region through a max pooling operation. Then, a robust image representation
based on color names is obtained by concatenating the statistical descriptors
in each stripe. When labeled data are available, one discriminative subspace
projection matrix is learned to build efficient representations of an image via
cross-view coupling learning. Experiments on the public datasets - VIPeR,
PRID450S and CUHK03, demonstrate the effectiveness of our method.
",1,0,0,0,0,0
1486,Exciting Nucleons in Compton Scattering and Hydrogen-Like Atoms,"  This PhD thesis is devoted to the low-energy structure of the nucleon (proton
and neutron) as seen through electromagnetic probes, e.g., electron and Compton
scattering. The research presented here is based primarily on dispersion theory
and chiral effective-field theory. The main motivation is the recent proton
radius puzzle, which is the discrepancy between the classic proton charge
radius determinations (based on electron-proton scattering and normal hydrogen
spectroscopy) and the highly precise extraction based on first muonic-hydrogen
experiments by the CREMA Collaboration. The precision of muonic-hydrogen
experiments is presently limited by the knowledge of proton structure effects
beyond the charge radius. A major part of this thesis is devoted to calculating
these effects using everything we know about the nucleon electromagnetic
structure from both theory and experiment.
The thesis consists of eight chapters. The first and last are, respectively,
the introduction and conclusion. The remainder of this thesis can roughly be
divided into the following three topics: finite-size effects in hydrogen-like
atoms, real and virtual Compton scattering, and two-photon-exchange effects.
",0,1,0,0,0,0
1487,Multiple universalities in order-disorder magnetic phase transitions,"  Phase transitions in isotropic quantum antiferromagnets are associated with
the condensation of bosonic triplet excitations. In three dimensional quantum
antiferromagnets, such as TlCuCl$_3$, condensation can be either pressure or
magnetic field induced. The corresponding magnetic order obeys universal
scaling with thermal critical exponent $\phi$. Employing a relativistic quantum
field theory, the present work predicts the emergence of multiple (three)
universalities under combined pressure and field tuning. Changes of
universality are signalled by changes of the critical exponent $\phi$.
Explicitly, we predict the existence of two new exponents $\phi=1$ and $1/2$ as
well as recovering the known exponent $\phi=3/2$. We also predict logarithmic
corrections to the power law scaling.
",0,1,0,0,0,0
1488,Exact Inference of Causal Relations in Dynamical Systems,"  From philosophers of ancient times to modern economists, biologists and other
researchers are engaged in revealing causal relations. The most challenging
problem is inferring the type of the causal relationship: whether it is uni- or
bi-directional or only apparent - implied by a hidden common cause only. Modern
technology provides us tools to record data from complex systems such as the
ecosystem of our planet or the human brain, but understanding their functioning
needs detection and distinction of causal relationships of the system
components without interventions. Here we present a new method, which
distinguishes and assigns probabilities to the presence of all the possible
causal relations between two or more time series from dynamical systems. The
new method is validated on synthetic datasets and applied to EEG
(electroencephalographic) data recorded in epileptic patients. Given the
universality of our method, it may find application in many fields of science.
",0,0,0,0,1,0
1489,Privacy-Preserving Deep Inference for Rich User Data on The Cloud,"  Deep neural networks are increasingly being used in a variety of machine
learning applications applied to rich user data on the cloud. However, this
approach introduces a number of privacy and efficiency challenges, as the cloud
operator can perform secondary inferences on the available data. Recently,
advances in edge processing have paved the way for more efficient, and private,
data processing at the source for simple tasks and lighter models, though they
remain a challenge for larger, and more complicated models. In this paper, we
present a hybrid approach for breaking down large, complex deep models for
cooperative, privacy-preserving analytics. We do this by breaking down the
popular deep architectures and fine-tune them in a particular way. We then
evaluate the privacy benefits of this approach based on the information exposed
to the cloud service. We also asses the local inference cost of different
layers on a modern handset for mobile applications. Our evaluations show that
by using certain kind of fine-tuning and embedding techniques and at a small
processing costs, we can greatly reduce the level of information available to
unintended tasks applied to the data feature on the cloud, and hence achieving
the desired tradeoff between privacy and performance.
",1,0,0,0,0,0
1490,Gradient Method With Inexact Oracle for Composite Non-Convex Optimization,"  In this paper, we develop new first-order method for composite non-convex
minimization problems with simple constraints and inexact oracle. The objective
function is given as a sum of ""`hard""', possibly non-convex part, and
""`simple""' convex part. Informally speaking, oracle inexactness means that, for
the ""`hard""' part, at any point we can approximately calculate the value of the
function and construct a quadratic function, which approximately bounds this
function from above. We give several examples of such inexactness: smooth
non-convex functions with inexact H??lder-continuous gradient, functions given
by auxiliary uniformly concave maximization problem, which can be solved only
approximately. For the introduced class of problems, we propose a gradient-type
method, which allows to use different proximal setup to adapt to geometry of
the feasible set, adaptively chooses controlled oracle error, allows for
inexact proximal mapping. We provide convergence rate for our method in terms
of the norm of generalized gradient mapping and show that, in the case of
inexact H??lder-continuous gradient, our method is universal with respect to
H??lder parameters of the problem. Finally, in a particular case, we show that
small value of the norm of generalized gradient mapping at a point means that a
necessary condition of local minimum approximately holds at that point.
",0,0,1,0,0,0
1491,Kernel Implicit Variational Inference,"  Recent progress in variational inference has paid much attention to the
flexibility of variational posteriors. One promising direction is to use
implicit distributions, i.e., distributions without tractable densities as the
variational posterior. However, existing methods on implicit posteriors still
face challenges of noisy estimation and computational infeasibility when
applied to models with high-dimensional latent variables. In this paper, we
present a new approach named Kernel Implicit Variational Inference that
addresses these challenges. As far as we know, for the first time implicit
variational inference is successfully applied to Bayesian neural networks,
which shows promising results on both regression and classification tasks.
",1,0,0,1,0,0
1492,The Ringel dual of the Auslander-Dlab-Ringel algebra,"  The ADR algebra $R_A$ of a finite-dimensional algebra $A$ is a
quasihereditary algebra. In this paper we study the Ringel dual
$\mathcal{R}(R_A)$ of $R_A$. We prove that $\mathcal{R}(R_A)$ can be identified
with $(R_{A^{op}})^{op}$, under certain 'minimal' regularity conditions for
$A$. We also give necessary and sufficient conditions for the ADR algebra to be
Ringel selfdual.
",0,0,1,0,0,0
1493,"The socle filtrations of principal series representations of $SL(3,\mathbb{R})$ and $Sp(2,\mathbb{R})$","  We study the structure of the $(\mathfrak{g},K)$-modules of the principal
series representations of $SL(3,\mathbb{R})$ and $Sp(2,\mathbb{R})$ induced
from minimal parabolic subgroups, in the case when the infinitesimal character
is nonsingular. The composition factors of these modules are known by
Kazhdan-Lusztig-Vogan conjecture. In this paper, we give complete descriptions
of the socle filtrations of these modules.
",0,0,1,0,0,0
1494,Improving the phase response of an atom interferometer by means of temporal pulse shaping,"  We study theoretically and experimentally the influence of temporally shaping
the light pulses in an atom interferometer, with a focus on the phase response
of the interferometer. We show that smooth light pulse shapes allow rejecting
high frequency phase fluctuations (above the Rabi frequency) and thus relax the
requirements on the phase noise or frequency noise of the interrogation lasers
driving the interferometer. The light pulse shape is also shown to modify the
scale factor of the interferometer, which has to be taken into account in the
evaluation of its accuracy budget. We discuss the trade-offs to operate when
choosing a particular pulse shape, by taking into account phase noise
rejection, velocity selectivity, and applicability to large momentum transfer
atom interferometry.
",0,1,0,0,0,0
1495,Helium-like and Lithium-like ions: Ground state energy,"  It is shown that the non-relativistic ground state energy of helium-like and
lithium-like ions with static nuclei can be interpolated in full physics range
of nuclear charges $Z$ with accuracy of not less than 6 decimal digits (d.d.)
or 7-8 significant digits (s.d.) using a meromorphic function in appropriate
variable with a few free parameters. It is demonstrated that finite nuclear
mass effects do not change 4-5 s.d. for $Z \in [1,50]$ for 2-,3-electron
systems and the leading relativistic and QED corrections leave unchanged 3-4
s.d. for $Z \in [1,12]$ in the ground state energy for 2-electron system, thus,
the interpolation reproduces definitely those figures. A meaning of proposed
interpolation is in a construction of unified, {\it two-point} Pade approximant
(for both small and large $Z$ expansions) with fitting some parameters at
intermediate $Z$.
",0,1,0,0,0,0
1496,Improvement of training set structure in fusion data cleaning using Time-Domain Global Similarity method,"  Traditional data cleaning identifies dirty data by classifying original data
sequences, which is a class$-$imbalanced problem since the proportion of
incorrect data is much less than the proportion of correct ones for most
diagnostic systems in Magnetic Confinement Fusion (MCF) devices. When using
machine learning algorithms to classify diagnostic data based on
class$-$imbalanced training set, most classifiers are biased towards the major
class and show very poor classification rates on the minor class. By
transforming the direct classification problem about original data sequences
into a classification problem about the physical similarity between data
sequences, the class$-$balanced effect of Time$-$Domain Global Similarity
(TDGS) method on training set structure is investigated in this paper.
Meanwhile, the impact of improved training set structure on data cleaning
performance of TDGS method is demonstrated with an application example in EAST
POlarimetry$-$INTerferometry (POINT) system.
",1,0,0,0,0,0
1497,Eigenvalue Solvers for Modeling Nuclear Reactors on Leadership Class Machines,"  Three complementary methods have been implemented in the code Denovo that
accelerate neutral particle transport calculations with methods that use
leadership-class computers fully and effectively: a multigroup block (MG)
Krylov solver, a Rayleigh Quotient Iteration (RQI) eigenvalue solver, and a
multigrid in energy (MGE) preconditioner. The MG Krylov solver converges more
quickly than Gauss Seidel and enables energy decomposition such that Denovo can
scale to hundreds of thousands of cores. RQI should converge in fewer
iterations than power iteration (PI) for large and challenging problems. RQI
creates shifted systems that would not be tractable without the MG Krylov
solver. It also creates ill-conditioned matrices. The MGE preconditioner
reduces iteration count significantly when used with RQI and takes advantage of
the new energy decomposition such that it can scale efficiently. Each
individual method has been described before, but this is the first time they
have been demonstrated to work together effectively.
The combination of solvers enables the RQI eigenvalue solver to work better
than the other available solvers for large reactors problems on leadership
class machines. Using these methods together, RQI converged in fewer iterations
and in less time than PI for a full pressurized water reactor core. These
solvers also performed better than an Arnoldi eigenvalue solver for a reactor
benchmark problem when energy decomposition is needed. The MG Krylov, MGE
preconditioner, and RQI solver combination also scales well in energy. This
solver set is a strong choice for very large and challenging problems.
",1,1,0,0,0,0
1498,"Thermoregulation in mice, rats and humans: An insight into the evolution of human hairlessness","  The thermoregulation system in animals removes body heat in hot temperatures
and retains body heat in cold temperatures. The better the animal removes heat,
the worse the animal retains heat and visa versa. It is the balance between
these two conflicting goals that determines the mammal's size, heart rate and
amount of hair. The rat's loss of tail hair and human's loss of its body hair
are responses to these conflicting thermoregulation needs as these animals
evolved to larger size over time.
",0,0,0,0,1,0
1499,Koszul A-infinity algebras and free loop space homology,"  We introduce a notion of Koszul A-infinity algebra that generalizes Priddy's
notion of a Koszul algebra and we use it to construct small A-infinity algebra
models for Hochschild cochains. As an application, this yields new techniques
for computing free loop space homology algebras of manifolds that are either
formal or coformal (over a field or over the integers). We illustrate these
techniques in two examples.
",0,0,1,0,0,0
1500,Learning RBM with a DC programming Approach,"  By exploiting the property that the RBM log-likelihood function is the
difference of convex functions, we formulate a stochastic variant of the
difference of convex functions (DC) programming to minimize the negative
log-likelihood. Interestingly, the traditional contrastive divergence algorithm
is a special case of the above formulation and the hyperparameters of the two
algorithms can be chosen such that the amount of computation per mini-batch is
identical. We show that for a given computational budget the proposed algorithm
almost always reaches a higher log-likelihood more rapidly, compared to the
standard contrastive divergence algorithm. Further, we modify this algorithm to
use the centered gradients and show that it is more efficient and effective
compared to the standard centered gradient algorithm on benchmark datasets.
",1,0,0,1,0,0
1501,Duality and Universal Transport in a Mixed-Dimension Electrodynamics,"  We consider a theory of a two-component Dirac fermion localized on a (2+1)
dimensional brane coupled to a (3+1) dimensional bulk. Using the fermionic
particle-vortex duality, we show that the theory has a strong-weak duality that
maps the coupling $e$ to $\tilde e=(8\pi)/e$. We explore the theory at
$e^2=8\pi$ where it is self-dual. The electrical conductivity of the theory is
a constant independent of frequency. When the system is at finite density and
magnetic field at filling factor $\nu=\frac12$, the longitudinal and Hall
conductivity satisfies a semicircle law, and the ratio of the longitudinal and
Hall thermal electric coefficients is completely determined by the Hall angle.
The thermal Hall conductivity is directly related to the thermal electric
coefficients.
",0,1,0,0,0,0
1502,Beyond similarity assessment: Selecting the optimal model for sequence alignment via the Factorized Asymptotic Bayesian algorithm,"  Pair Hidden Markov Models (PHMMs) are probabilistic models used for pairwise
sequence alignment, a quintessential problem in bioinformatics. PHMMs include
three types of hidden states: match, insertion and deletion. Most previous
studies have used one or two hidden states for each PHMM state type. However,
few studies have examined the number of states suitable for representing
sequence data or improving alignment accuracy.We developed a novel method to
select superior models (including the number of hidden states) for PHMM. Our
method selects models with the highest posterior probability using Factorized
Information Criteria (FIC), which is widely utilised in model selection for
probabilistic models with hidden variables. Our simulations indicated this
method has excellent model selection capabilities with slightly improved
alignment accuracy. We applied our method to DNA datasets from 5 and 28
species, ultimately selecting more complex models than those used in previous
studies.
",0,0,0,1,0,0
1503,Experimental evidence for Glycolaldehyde and Ethylene Glycol formation by surface hydrogenation of CO molecules under dense molecular cloud conditions,"  This study focuses on the formation of two molecules of astrobiological
importance - glycolaldehyde (HC(O)CH2OH) and ethylene glycol (H2C(OH)CH2OH) -
by surface hydrogenation of CO molecules. Our experiments aim at simulating the
CO freeze-out stage in interstellar dark cloud regions, well before thermal and
energetic processing become dominant. It is shown that along with the formation
of H2CO and CH3OH - two well established products of CO hydrogenation - also
molecules with more than one carbon atom form. The key step in this process is
believed to be the recombination of two HCO radicals followed by the formation
of a C-C bond. The experimentally established reaction pathways are implemented
into a continuous-time random-walk Monte Carlo model, previously used to model
the formation of CH3OH on astrochemical time-scales, to study their impact on
the solid-state abundances in dense interstellar clouds of glycolaldehyde and
ethylene glycol.
",0,1,0,0,0,0
1504,New Methods of Enhancing Prediction Accuracy in Linear Models with Missing Data,"  In this paper, prediction for linear systems with missing information is
investigated. New methods are introduced to improve the Mean Squared Error
(MSE) on the test set in comparison to state-of-the-art methods, through
appropriate tuning of Bias-Variance trade-off. First, the use of proposed Soft
Weighted Prediction (SWP) algorithm and its efficacy are depicted and compared
to previous works for non-missing scenarios. The algorithm is then modified and
optimized for missing scenarios. It is shown that controlled over-fitting by
suggested algorithms will improve prediction accuracy in various cases.
Simulation results approve our heuristics in enhancing the prediction accuracy.
",1,0,0,1,0,0
1505,Revisiting Imidazolium Based Ionic Liquids: Effect of the Conformation Bias of the [NTf$_{2}$] Anion Studied By Molecular Dynamics Simulations,"  We study ionic liquids composed 1-alkyl-3-methylimidazolium cations and
bis(trifluoromethyl-sulfonyl)imide anions ([C$_n$MIm][NTf$_2$]) with varying
chain-length $n\!=\!2, 4, 6, 8$ by using molecular dynamics simulations. We
show that a reparametrization of the dihedral potentials as well as charges of
the [NTf$_2$] anion leads to an improvment of the force field model introduced
by K??ddermann {\em et al.} [ChemPhysChem, \textbf{8}, 2464 (2007)] (KPL-force
field). A crucial advantage of the new parameter set is that the minimum energy
conformations of the anion ({\em trans} and {\em gauche}), as deduced from {\em
ab initio} calculations and {\sc Raman} experiments, are now both well
represented by our model. In addition, the results for [C$_n$MIm][NTf$_2$] show
that this modification leads to an even better agreement between experiment and
molecular dynamics simulation as demonstrated for densities, diffusion
coefficients, vaporization enthalpies, reorientational correlation times, and
viscosities. Even though we focused on a better representation of the anion
conformation, also the alkyl chain-length dependence of the cation behaves
closer to the experiment. We strongly encourage to use the new NGKPL force
field for the [NTf$_2$] anion instead of the earlier KPL parameter set for
computer simulations aiming to describe the thermodynamics, dynamics and also
structure of imidazolium based ionic liquids.
",0,1,0,0,0,0
1506,"Tick: a Python library for statistical learning, with a particular emphasis on time-dependent modelling","  Tick is a statistical learning library for Python~3, with a particular
emphasis on time-dependent models, such as point processes, and tools for
generalized linear models and survival analysis. The core of the library is an
optimization module providing model computational classes, solvers and proximal
operators for regularization. tick relies on a C++ implementation and
state-of-the-art optimization algorithms to provide very fast computations in a
single node multi-core setting. Source code and documentation can be downloaded
from this https URL
",0,0,0,1,0,0
1507,An energy method for rough partial differential equations,"  We present a well-posedness and stability result for a class of nondegenerate
linear parabolic equations driven by rough paths. More precisely, we introduce
a notion of weak solution that satisfies an intrinsic formulation of the
equation in a suitable Sobolev space of negative order. Weak solutions are then
shown to satisfy the corresponding en- ergy estimates which are deduced
directly from the equation. Existence is obtained by showing compactness of a
suitable sequence of approximate solutions whereas unique- ness relies on a
doubling of variables argument and a careful analysis of the passage to the
diagonal. Our result is optimal in the sense that the assumptions on the
deterministic part of the equation as well as the initial condition are the
same as in the classical PDEs theory.
",0,0,1,0,0,0
1508,Sparse Inverse Covariance Estimation for Chordal Structures,"  In this paper, we consider the Graphical Lasso (GL), a popular optimization
problem for learning the sparse representations of high-dimensional datasets,
which is well-known to be computationally expensive for large-scale problems.
Recently, we have shown that the sparsity pattern of the optimal solution of GL
is equivalent to the one obtained from simply thresholding the sample
covariance matrix, for sparse graphs under different conditions. We have also
derived a closed-form solution that is optimal when the thresholded sample
covariance matrix has an acyclic structure. As a major generalization of the
previous result, in this paper we derive a closed-form solution for the GL for
graphs with chordal structures. We show that the GL and thresholding
equivalence conditions can significantly be simplified and are expected to hold
for high-dimensional problems if the thresholded sample covariance matrix has a
chordal structure. We then show that the GL and thresholding equivalence is
enough to reduce the GL to a maximum determinant matrix completion problem and
drive a recursive closed-form solution for the GL when the thresholded sample
covariance matrix has a chordal structure. For large-scale problems with up to
450 million variables, the proposed method can solve the GL problem in less
than 2 minutes, while the state-of-the-art methods converge in more than 2
hours.
",0,0,0,1,0,0
1509,Orthogonal free quantum group factors are strongly 1-bounded,"  We prove that the orthogonal free quantum group factors
$\mathcal{L}(\mathbb{F}O_N)$ are strongly $1$-bounded in the sense of Jung. In
particular, they are not isomorphic to free group factors. This result is
obtained by establishing a spectral regularity result for the edge reversing
operator on the quantum Cayley tree associated to $\mathbb{F}O_N$, and
combining this result with a recent free entropy dimension rank theorem of Jung
and Shlyakhtenko.
",0,0,1,0,0,0
1510,Enhanced spin ordering temperature in ultrathin FeTe films grown on a topological insulator,"  We studied the temperature dependence of the diagonal double-stripe spin
order in one and two unit cell thick layers of FeTe grown on the topological
insulator Bi_2Te_3 via spin-polarized scanning tunneling microscopy. The spin
order persists up to temperatures which are higher than the transition
temperature reported for bulk Fe_1+yTe with lowest possible excess Fe content
y. The enhanced spin order stability is assigned to a strongly decreased y with
respect to the lowest values achievable in bulk crystal growth, and effects due
to the interface between the FeTe and the topological insulator. The result is
relevant for understanding the recent observation of a coexistence of
superconducting correlations and spin order in this system.
",0,1,0,0,0,0
1511,High Order Hierarchical Divergence-free Constrained Transport $H(div)$ Finite Element Method for Magnetic Induction Equation,"  In this paper, we will use the interior functions of an hierarchical basis
for high order $BDM_p$ elements to enforce the divergence-free condition of a
magnetic field $B$ approximated by the H(div) $BDM_p$ basis. The resulting
constrained finite element method can be used to solve magnetic induction
equation in MHD equations. The proposed procedure is based on the fact that the
scalar $(p-1)$-th order polynomial space on each element can be decomposed as
an orthogonal sum of the subspace defined by the divergence of the interior
functions of the $p$-th order $BDM_p$ basis and the constant function.
Therefore, the interior functions can be used to remove element-wise all higher
order terms except the constant in the divergence error of the finite element
solution of $B$-field. The constant terms from each element can be then easily
corrected using a first order H(div) basis globally. Numerical results for a
3-D magnetic induction equation show the effectiveness of the proposed method
in enforcing divergence-free condition of the magnetic field.
",0,0,1,0,0,0
1512,REMOTEGATE: Incentive-Compatible Remote Configuration of Security Gateways,"  Imagine that a malicious hacker is trying to attack a server over the
Internet and the server wants to block the attack packets as close to their
point of origin as possible. However, the security gateway ahead of the source
of attack is untrusted. How can the server block the attack packets through
this gateway? In this paper, we introduce REMOTEGATE, a trustworthy mechanism
for allowing any party (server) on the Internet to configure a security gateway
owned by a second party, at a certain agreed upon reward that the former pays
to the latter for its service. We take an interactive incentive-compatible
approach, for the case when both the server and the gateway are rational, to
devise a protocol that will allow the server to help the security gateway
generate and deploy a policy rule that filters the attack packets before they
reach the server. The server will reward the gateway only when the latter can
successfully verify that it has generated and deployed the correct rule for the
issue. This mechanism will enable an Internet-scale approach to improving
security and privacy, backed by digital payment incentives.
",1,0,0,0,0,0
1513,Distributed Event-Triggered Control for Global Consensus of Multi-Agent Systems with Input Saturation,"  We consider the global consensus problem for multi-agent systems with input
saturation over digraphs. Under a mild connectivity condition that the
underlying digraph has a directed spanning tree, we use Lyapunov methods to
show that the widely used distributed consensus protocol, which solves the
consensus problem for the case without input saturation constraints, also
solves the global consensus problem for the case with input saturation
constraints. In order to reduce the overall need of communication and system
updates, we then propose a distributed event-triggered control law. Global
consensus is still realized and Zeno behavior is excluded. Numerical
simulations are provided to illustrate the effectiveness of the theoretical
results.
",0,0,1,0,0,0
